Restaurant_id,Total_orders,Popular_dish
378411,13514,Churma Ladoo
378436,9313,Kumol Sawul
378469,6536,Maach Jhol
378475,7152,Idiappam
378482,1672,Kulfi falooda
378508,3761,Dahi vada
378527,7098,Lilva Kachori
378594,13065,Bajri no rotlo
378719,12885,Avial
378734,9093,Namakpara
378796,5498,Khichdi
378854,9687,Red Rice
378902,3828,Sev khamani
378921,2190,Chevdo
379007,11915,Samosa
379013,10416,Kadhi pakoda
379046,13780,Surnoli
379083,11103,Kachori
379100,5334,Kajjikaya
379121,10706,Kulfi falooda
379173,10432,Luchi
379218,8173,Mahim halwa
379224,2414,Fara
379251,10605,Butter chicken
379271,4555,Kansar
379273,1359,Masor Koni
379281,13480,Beef Fry
379342,14153,Misi roti
379359,7220,Modak
379495,14070,Chhena jalebi
379497,5147,Pinaca
379518,1080,Aloo methi
379616,1935,Sohan papdi
379687,13653,Lauki ki subji
379718,9705,Dosa
379740,6991,Bisi bele bath
379776,7393,Bilahi Maas
379796,9326,Upma
379892,2384,Kuzhambu
379909,3785,Bisi bele bath
379915,8504,Paravannam
379942,10487,Ghevar
379995,7333,Kolim Jawla
380023,8861,Daal baati churma
380069,12089,Undhiyu
380114,14619,Kakinada khaja
380118,11976,Idli
380177,9714,Prawn malai curry
380189,9836,Puri Bhaji
380243,10794,Aloo shimla mirch
380346,12725,Sukhdi
380368,2632,Daal puri
380396,11992,Prawn malai curry
380398,2066,Kutchi dabeli
380461,3465,Kadai paneer
380467,6159,Litti chokha
380580,13060,Saath
380609,14455,Sheera
380632,4393,Ghooghra
380638,6311,Shahi paneer
380686,8776,Unni Appam
380710,12299,Ghooghra
380756,10981,Lassi
380796,14535,Dosa
380800,4337,Chingri Bhape
380806,9299,Keerai sadam
380837,13240,Phirni
381004,2107,Chicken Varuval
381037,9222,Papad
381056,10555,Surnoli
381060,8569,Jeera Aloo
381076,10586,Chicken Tikka masala
381153,11138,Uttapam
381206,1130,Keerai masiyal
381216,13866,Pani puri
381248,3845,Daal puri
381284,11706,Aloo tikki
381293,14476,Kalakand
381296,3456,Mihidana
381298,2869,Masor tenga
381309,6348,Pani Pitha
381312,5713,Goja
381318,4760,Lauki ki subji
381333,1321,Bebinca
381334,8408,Saath
381336,3572,Phirni
381339,1777,Samosa
381343,9956,Uttapam
381460,2261,Bhindi masala
381488,4024,Cham cham
381535,11868,Khar
381553,2249,Currivepillai sadam 
381612,7703,Rajma chaval
381638,9356,Vada
381671,13103,Petha
381688,10583,Halvasan
381792,6284,Khichu
381804,3817,Bilahi Maas
381825,14752,Dudhi halwa
381838,2124,Mahim halwa
381896,7534,Khar
381901,6326,Shukto
381906,1763,Anarsa
381965,3377,Chicken Tikka
382138,10912,Kos kootu
382190,13935,Rongi
382194,11117,Rajma chaval
382216,13120,Bebinca
382430,10351,Chhena poda
382537,14779,Sohan papdi
382565,14083,Palathalikalu
382566,4016,Dalithoy
382802,8837,Daal Dhokli
382814,5621,Farsi Puri
382861,5646,Bilahi Maas
382862,4269,Payokh
382904,6442,Laddu
382938,10480,Keerai poriyal
382954,9020,Naan
382978,6933,Shukto
382994,13048,Ledikeni
383038,11192,Sukhdi
383042,6331,Namakpara
383044,13101,Karela bharta
383051,5369,Imarti
383057,8709,Paniyaram
383084,13714,Sheera
383098,13514,Payasam
383176,11315,Singori
383270,9970,Makki di roti sarson da saag
383271,2370,Mohanthal
383275,3640,Poha
383287,11184,Shukto
383290,13452,Bandar laddu
383297,9129,Kumol Sawul
383308,2855,Galho
383392,6432,Karela bharta
383421,3626,Sohan halwa
383458,10374,Khorisa
383485,12992,Ghooghra
383502,1559,Butter chicken
383573,8217,Turiya Patra Vatana sabji
383615,8745,Gheela Pitha
383684,2491,Sev tameta
383693,9717,Bengena Pitika
383713,4362,Kheer
383863,8885,Thalipeeth
384092,13943,Chak Hao Kheer
384196,11517,Rasabali
384242,6263,Red Rice
384251,5456,Currivepillai sadam 
384311,7682,Dhondas
384326,14748,Puli sadam
384429,13110,Lassi
384498,6184,Thayir sadam
384505,11967,Keri no ras
384529,1625,Laddu
384540,7751,Turiya Patra Vatana sabji
384542,13268,Sheera
384598,13677,Beef Fry
384631,12895,Chhena jalebi
384632,1557,Kolim Jawla
384767,13902,Bhakri
384770,1864,Methi na Gota
384773,11385,Ghooghra
384846,11026,Naan
384890,3527,Bhakri
384978,6590,Palathalikalu
384981,10614,Sev tameta
385006,14321,Khichu
385094,12089,Koshambri
385127,3525,Bombil fry
385130,10862,Mushroom matar
385154,10208,Kuzhi paniyaram
385220,5097,Puri Bhaji
385371,5007,Dudhi halwa
385375,8194,Chhena kheeri
385572,1107,Tandoori Chicken
385607,5029,Kos kootu
385630,8580,Aloo methi
385802,5530,Lauki ki subji
385841,10308,Shahi paneer
385870,12240,Red Rice
385872,6117,Bhindi masala
385873,13435,Chikki
385874,8741,Sohan papdi
385875,3894,Masala Dosa
385876,7382,Keerai masiyal
385880,5538,Makki di roti sarson da saag
386004,1997,Modak
386006,14354,Poriyal
386011,10803,Puri Bhaji
386066,8163,Adhirasam
386082,5712,Bhakri
386088,7039,Rasabali
386095,13583,Ghooghra
386195,1867,Naan
386230,9823,Chicken Varuval
386270,8806,Gavvalu
386316,14239,Lyangcha
386345,1972,Bajri no rotlo
386351,11144,Ras malai
386417,10873,Papad
386446,12779,Paniyaram
386516,10374,Keri no ras
386548,9514,Khaman
386562,2167,Chorafali
386565,10699,Pav Bhaji
386595,11423,Muthiya
386637,11459,Saath
386733,2826,Bombil fry
386742,1337,Zunka
386867,14128,Kanji
386898,9286,Paneer tikka masala
386953,5688,Sambar
387061,3414,Puttu
387091,9788,Haq Maas
387276,7729,Petha
387279,9102,Copra paak
387307,11232,Gajar ka halwa
387322,13438,Pootharekulu
387323,3179,Keerai poriyal
387335,5038,Kachori
387356,8223,Dhondas
387382,11482,Chevdo
387414,10219,Kombdi vade
387500,13860,Ras malai
387503,1694,Puri Bhaji
387535,11031,Bhindi masala
387553,13369,Chicken razala
387560,8415,Copra paak
387646,1657,Sev tameta
387699,13306,Misi roti
387718,11653,Jalebi
387722,7500,Imarti
387752,8861,Rongi
387856,11897,Kadhi pakoda
387878,14064,Lassi
387880,9906,Khorisa
387905,1740,Khakhra
387953,3694,Masala Dosa
387971,3390,Chapati
387982,1808,Rajma chaval
388040,3931,Jalebi
388098,6395,Sutar feni
388141,6137,Chicken razala
388599,3011,Kheer sagar
388602,2219,Payasam
388667,8636,Paratha
388730,14078,Ghooghra
388747,5411,Samosa
388772,5847,Modak
388850,5774,Misti doi
388866,8450,Konir Dom
388966,1464,Idiappam
388994,12127,Koldil Duck
388996,10470,Laddu
389001,7050,Copra paak
389009,6239,Basundi
389104,9416,Keerai sadam
389139,1027,Dal makhani 
389226,1273,Koshimbir
389261,1599,Churma Ladoo
389317,2471,Chana masala
389367,4167,Nankhatai
389388,6756,Mag Dhokli
389441,6720,Kalakand
389517,2550,Kabiraji
389547,10206,Bisi bele bath
389596,4090,Kutchi dabeli
389637,14172,Rajma chaval
389704,7903,Mohanthal
389732,2983,Kabiraji
389802,5537,Cham cham
389858,2946,Naan
389882,13112,Konir Dom
389902,6910,Bandar laddu
389944,11636,Dalithoy
390123,2617,Rasgulla
390140,11751,Kachori
390147,2731,Pithe
390153,6577,Red Rice
390279,7143,Pakhala
390321,12958,Khakhra
390376,9475,Gatta curry
390394,6205,Chhena kheeri
390395,9679,Kalakand
390408,3701,Pongal
390417,6159,Chapati
390480,9806,Khakhra
390613,3639,Veg Kolhapuri
390645,2074,Keerai sadam
390716,6682,Saath
390760,14747,Poriyal
390867,10917,Chicken Tikka
390887,3366,Poornalu
390946,6313,Kuzhakkattai
391038,5639,Methi na Gota
391098,14355,Lauki ki subji
391167,3776,Kuzhi paniyaram
391172,7243,Chicken razala
391189,4904,Pani puri
391195,10336,Shankarpali
391343,6101,Dum aloo
391408,4735,Chikki
391421,14701,Navrattan korma
391428,7017,Gajar ka halwa
391430,8594,Anarsa
391434,7084,Dhokla
391466,2103,Bebinca
391592,6525,Kuzhambu
391606,1385,Mohanthal
391610,2779,Sattu ki roti
391743,12326,Poornalu
391770,2493,Chicken Tikka
391778,5261,Konir Dom
391783,14817,Sohan halwa
391794,9696,Shufta
391816,9355,Mihidana
391832,5053,Pinaca
391855,12291,Copra paak
391989,14643,Prawn malai curry
392056,7832,Bombil fry
392156,7814,Copra paak
392201,8838,Aloo tikki
392211,12711,Dalithoy
392224,7397,Boondi
392280,3798,Red Rice
392283,9917,Aloo gobi
392342,11039,Anarsa
392360,1923,Zunka
392378,4401,Muthiya
392431,7136,Bilahi Maas
392457,2557,Cham cham
392544,12021,Gheela Pitha
392605,12732,Red Rice
392620,8754,Koldil Duck
392688,13883,Sheer korma
392828,13945,Ledikeni
392850,10031,Pindi chana
393008,3588,Namakpara
393105,11385,Farsi Puri
393106,8453,Currivepillai sadam 
393107,7104,Dhondas
393108,11681,Daal Dhokli
393148,9444,Chhena kheeri
393157,5139,Chakali
393385,1850,Misti doi
393386,11331,Pork Bharta
393388,11870,Lassi
393402,8639,Gud papdi
393495,11701,Sohan halwa
393526,12030,Pithe
393560,9965,Lauki ki subji
393591,7226,Daal puri
393592,2191,Misti doi
393593,12125,Anarsa
393594,5699,Litti chokha
393595,3388,Misi roti
393652,8450,Jalebi
393656,12284,Kabiraji
393672,11282,Chole bhature
393674,5331,Dudhi halwa
393705,8800,Dhondas
393706,6032,Biryani
393761,6472,Misti doi
393835,6562,Shahi tukra
393864,7985,Chicken Varuval
393867,7598,Idiappam
393882,6449,Rasabali
393891,9631,Gavvalu
393897,3381,Daal puri
394067,7896,Sandige
394201,5495,Sohan papdi
394231,10992,Pachadi
394249,9270,Samosa
394267,7142,Shankarpali
394310,12264,Attu
394330,7287,Amti
394334,6984,Idiappam
394335,12397,Ariselu
394591,4230,Shrikhand
394603,5860,Sohan papdi
394642,14018,Shahi paneer
394651,4843,Nankhatai
394705,9313,Halvasan
394739,12692,Paruppu sadam
394749,9472,Daal baati churma
394769,12681,Aloo tikki
394784,7583,Bilahi Maas
394786,13023,Payokh
394904,11073,Keerai kootu
395067,6503,Beef Fry
395169,2960,Litti chokha
395202,5250,Dudhi halwa
395261,3533,Aloo shimla mirch
395319,14067,Khichu
395334,5919,Pinaca
395356,1914,Makki di roti sarson da saag
395605,6975,Galho
395765,10821,Chevdo
395773,10266,Chole bhature
395939,4899,Sambar
396060,9226,Daal Dhokli
396069,13484,Attu
396108,7868,Bhindi masala
396127,12050,Adhirasam
396189,11939,Coconut vadi
396274,2342,Chapati
396318,3824,Bajri no rotlo
396391,6406,Lauki ke kofte
396534,1649,Naan
396555,4219,Kadhi pakoda
396558,14739,Chikki
396592,960,Chikki
396613,7738,Bisi bele bath
396621,7257,Misi roti
396741,10077,Shufta
396742,7659,Kadai paneer
396744,15000,Turiya Patra Vatana sabji
396745,8948,Palathalikalu
396746,14107,Shahi tukra
396747,8474,Papadum
396748,4246,Chicken Tikka
396750,3791,Upma
396752,8016,Bilahi Maas
396878,9990,Kaju katli
396976,12680,Pongal
397037,4702,Sev khamani
397118,7226,Petha
397120,10613,Naan
397128,3414,Chole bhature
397442,1464,Lyangcha
397493,2244,Khaman
397566,6449,Aloo shimla mirch
397567,1584,Adhirasam
397573,4355,Sandesh
397618,1259,Rajma chaval
397622,10802,Sev tameta
397630,9480,Bhatura
397634,8972,Dal makhani 
397812,4997,Galho
397871,3769,Kajjikaya
397918,8511,Masor Koni
397995,1484,Kachori
398015,4454,Makki di roti sarson da saag
398095,7383,Sohan papdi
398106,10497,Phirni
398128,5129,Keri no ras
398141,8015,Ghooghra
398161,6433,Unni Appam
398230,7059,Ghooghra
398257,1309,Kuzhakkattai
398386,11966,Chicken Tikka masala
398426,8707,Adhirasam
398440,3518,Dal tadka
398565,1256,Mawa Bati
398574,3097,Rabri
398591,3059,Anarsa
398652,13009,Kadai paneer
398723,8823,Singori
398829,12650,Paniyaram
398857,3721,Masor Koni
398873,1293,Kajjikaya
398875,14441,Sheera
398978,1930,Puli sadam
398986,14500,Kadai paneer
399026,10039,Dalithoy
399108,11560,Karela bharta
399118,1099,Papadum
399133,7464,Phirni
399153,7994,Ariselu
399171,10024,Shankarpali
399189,10964,Poriyal
399191,2763,Sandesh
399267,13547,Chicken Tikka masala
399277,2048,Thayir sadam
399291,8403,Khichu
399428,8878,Bajri no rotlo
399450,2509,Sabudana Khichadi
399514,14846,Bisi bele bath
399591,2794,Kombdi vade
399608,6726,Pachadi
399611,12944,Vegetable jalfrezi
399764,10369,Black rice
399798,12327,Kalakand
399836,8541,Poha
399838,5575,Gud papdi
399842,1689,Kansar
399904,3128,Koshambri
399912,10151,Pachadi
400113,8625,Unni Appam
400160,5000,Gud papdi
400188,14959,Gajar ka halwa
400250,11834,Boondi
400308,3201,Khandvi
400394,13357,Pindi chana
400426,8234,Sheer korma
400427,14083,Dhondas
400443,4089,Naan
400493,8546,Imarti
400503,3897,Chicken Varuval
400663,5122,Ras malai
400668,4287,Mushroom do pyaza
400765,2328,Bandar laddu
400801,7440,Puttu
400823,14977,Kansar
400849,2329,Singori
400882,8392,Sukhdi
400884,7783,Puri Bhaji
400905,6197,Keerai poriyal
400906,1349,Dosa
400950,2969,Chana masala
401053,8456,Shahi paneer
401069,13927,Dhokla
401077,10518,Kanji
401160,11229,Vada
401186,14607,Pootharekulu
401197,7300,Koldil Duck
401201,7752,Malapua
401212,12709,Shahi paneer
401240,13569,Kos kootu
401340,12748,Paniyaram
401459,11794,Papad
401500,8470,Kansar
401639,7483,Undhiyu
401653,14165,Chicken razala
401796,10699,Singori
401975,12764,Pongal
402000,1875,Jeera Aloo
402010,4474,Mohanthal
402095,6525,Lassi
402101,3997,Aloo shimla mirch
402167,7336,Farsi Puri
402176,11224,Uttapam
402178,14583,Halvasan
402355,12208,Adhirasam
402513,11452,Aloo gobi
402599,12187,Kheer sagar
402621,7774,Idiappam
402638,5505,Poriyal
402695,13309,Thayir sadam
402710,14960,Chapati
402716,1473,Malapua
402774,2514,Singori
402783,5243,Thepla
402809,3874,Rabri
402841,5587,Copra paak
402864,1617,Paruppu sadam
402881,3913,Boondi
402897,12654,Laddu
402929,5125,Navrattan korma
402930,8197,Thalipeeth
402931,11988,Patra
402932,7497,Haq Maas
402934,7697,Jeera Aloo
402935,6606,Masala Dosa
402983,14115,Qubani ka meetha
403007,13251,Vegetable jalfrezi
403196,11591,Masor tenga
403197,9693,Chevdo
403209,1341,Bhatura
403216,12365,Sev khamani
403219,9929,Kolim Jawla
403308,9416,Undhiyu
403325,9505,Mushroom matar
403458,13540,Masala Dosa
403546,7412,Lassi
403632,14862,Chorafali
403648,1171,Kuzhakkattai
403655,7268,Palak paneer
403663,13710,Chhena jalebi
403757,11820,Kalakand
403942,3917,Misi roti
403977,6272,Laapsi
404220,3730,Petha
404251,7606,Pattor
404272,2728,Sev tameta
404275,12847,Paratha
404322,10643,Shankarpali
404330,9878,Pani puri
404427,8313,Cheera Doi
404504,13768,Kaara kozhambu
404553,1691,Kakinada khaja
404607,8547,Pakhala
404623,6421,Kadai paneer
404652,6229,Adhirasam
404690,6936,Makki di roti sarson da saag
404737,14685,Ghevar
404761,2944,Mysore pak
404791,8466,Ghooghra
404815,3095,Litti chokha
404853,3506,Chole bhature
404885,1284,Cheera Doi
404921,9888,Mihidana
404929,12763,Goja
404930,11286,Prawn malai curry
404999,4961,Chevdo
405000,9214,Kakinada khaja
405139,7389,Churma Ladoo
405188,13771,Ledikeni
405202,14852,Kolim Jawla
405221,5694,Cheera Doi
405296,7478,Bhindi masala
405340,2589,Naan
405352,8146,Pantua
405375,6923,Nankhatai
405377,7236,Currivepillai sadam 
405396,5874,Kadai paneer
405403,6484,Litti chokha
405430,4725,Maach Jhol
405432,2255,Adhirasam
405435,9924,Kaju katli
405458,9790,Pithe
405465,4000,Puri Bhaji
405502,4602,Chevdo
405522,8195,Kuzhi paniyaram
405532,10353,Chevdo
405539,3890,Ariselu
405573,11585,Mysore pak
405657,6874,Dudhi halwa
405689,1631,Bombil fry
405728,6829,Dum aloo
405732,7855,Boondi
405798,1605,Sohan papdi
405837,2760,Cheera Doi
405845,4535,Aloo shimla mirch
405869,12115,Dhondas
405872,13766,Aloo methi
405879,3934,Cheera Doi
405888,5407,Saath
405907,12662,Payokh
405908,12042,Samosa
406007,3523,Koshambri
406009,1524,Petha
406018,14754,Thalipeeth
406023,4869,Vada
406043,4859,Papad
406046,1351,Dudhi halwa
406058,7449,Chapati
406074,7794,Upma
406095,8468,Kuzhakkattai
406153,2021,Surnoli
406154,4583,Aloo gobi
406239,1485,Payokh
406314,12348,Rabri
406321,3684,Rabri
406328,1215,Chakali
406351,8812,Mysore pak
406412,1681,Paruppu sadam
406606,8864,Thepla
406777,4670,Mohanthal
406780,7607,Handwo
406801,8890,Poriyal
406826,8519,Lauki ki subji
406845,8867,Paniyaram
406903,14899,Khakhra
407004,6242,Avial
407019,2495,Paneer butter masala
407041,9790,Currivepillai sadam 
407056,11675,Gulab jamun
407187,5146,Pork Bharta
407191,10380,Theeyal
407244,9746,Aloo shimla mirch
407248,5819,Kolim Jawla
407307,1468,Obbattu holige
407323,4053,Pesarattu
407346,13924,Vindaloo
407399,2035,Koshambri
407447,2334,Misi roti
407661,11859,Kaju katli
407673,8809,Aloo methi
407686,4099,Shukto
407688,8948,Konir Dom
407691,10053,Lyangcha
407704,3470,Sutar feni
407755,9951,Farsi Puri
407831,11803,Bora Sawul
407861,5883,Shukto
407880,13106,Paniyaram
407902,6639,Boondi
407938,8955,Chak Hao Kheer
407961,12468,Keerai masiyal
408153,6674,Rongi
408177,2075,Kombdi vade
408214,1086,Chhena jalebi
408245,12192,Bombil fry
408266,2117,Mihidana
408270,1757,Masor tenga
408310,10290,Pongal
408327,7258,Mushroom do pyaza
408335,5906,Paravannam
408341,4975,Ras malai
408439,11902,Chicken Tikka
408465,5009,Shahi paneer
408520,7189,Bandar laddu
408559,3363,Pindi chana
408587,14004,Kuzhi paniyaram
408629,12810,Jeera Aloo
408647,4332,Keri no ras
408650,13850,Pantua
408660,8305,Cham cham
408661,6226,Ghooghra
408696,11609,Surnoli
408721,13615,Pattor
408756,10750,Butter chicken
408906,1722,Payokh
408916,14014,Mawa Bati
408920,14554,Turiya Patra Vatana sabji
408997,4255,Dal makhani 
409008,6910,Rajma chaval
409015,2547,Sambar
409019,10946,Koldil Chicken
409027,11915,Tandoori Fish Tikka
409032,13459,Rasgulla
409129,13864,Paniyaram
409271,9374,Galho
409321,1999,Churma Ladoo
409419,5979,Lyangcha
409534,6256,Keerai kootu
409546,14230,Mag Dhokli
409568,11533,Bhindi masala
409583,8681,Paneer tikka masala
409626,14774,Shufta
409646,1279,Kutchi dabeli
409648,4277,Muthiya
409662,9048,Kakinada khaja
409663,14249,Poha
409923,1017,Alu Pitika
409930,3353,Pachadi
409940,7397,Goja
409988,9213,Upma
410033,9485,Rasgulla
410095,7739,Misti doi
410117,10263,Koshambri
410257,4942,Vada
410265,3187,Khakhra
410266,2356,Koshimbir
410294,12660,Sheera
410453,6613,Navrattan korma
410505,4430,Mushroom matar
410548,13000,Keerai masiyal
410603,12319,Kakinada khaja
410677,7365,Gud papdi
410832,11201,Rasgulla
410844,14147,Currivepillai sadam 
410869,8611,Aloo methi
410887,9751,Chhena jalebi
410943,6774,Luchi
410969,10675,Ras malai
411031,1340,Kaara kozhambu
411090,7939,Malapua
411106,14326,Dhokla
411187,5113,Shahi paneer
411194,2566,Boondi
411273,7821,Sukhdi
411349,1915,Khorisa
411384,5212,Kachori
411523,10877,Dhokla
411550,3749,Fara
411592,8306,Litti chokha
411635,6290,Galho
411660,3757,Palak paneer
411689,11724,Black rice
411690,8839,Kutchi dabeli
411708,12752,Ras malai
411757,12051,Lyangcha
411770,14394,Black rice
411785,8943,Chikki
411816,14550,Lyangcha
411841,8710,Chicken Tikka masala
411857,2575,Khar
411871,8560,Zunka
411874,12924,Poriyal
411882,4283,Misi roti
411903,12659,Coconut vadi
411929,13707,Biryani
411954,8370,Kabiraji
411969,4863,Rongi
412054,5015,Doodhpak
412059,11290,Veg Kolhapuri
412151,5008,Paravannam
412186,4798,Luchi
412271,1623,Phirni
412275,4477,Koldil Duck
412339,5907,Sohan halwa
412432,3310,Maach Jhol
412522,14256,Rabri
412737,5629,Dum aloo
412772,11000,Kajjikaya
412778,6536,Turiya Patra Vatana sabji
412801,14179,Puli sadam
412802,13229,Khichu
412803,8732,Khakhra
412804,12536,Veg Kolhapuri
412805,6981,Muthiya
412840,10915,Pithe
412889,10934,Naan
412898,13400,Chingri malai curry
413047,12787,Gatta curry
413059,5250,Beef Fry
413190,6713,Surnoli
413236,9813,Puttu
413483,7393,Pithe
413534,3024,Brown Rice
413536,12264,Undhiyu
413563,4959,Keerai sadam
413584,8747,Hando Guri
413609,12833,Keerai masiyal
413611,8147,Dahi vada
413614,3406,Maach Jhol
413623,3951,Mahim halwa
413647,9833,Palathalikalu
413661,13196,Unni Appam
413667,11083,Surnoli
413727,10564,Kaara kozhambu
413757,6029,Luchi
413769,2349,Attu
413816,5047,Basundi
413825,6298,Masor tenga
413860,14724,Paneer tikka masala
413908,3349,Payokh
413956,11768,Dahi vada
414014,4978,Bombil fry
414019,10003,Chakali
414087,3763,Kothamali sadam
414114,6558,Modak
414163,4827,Chhena kheeri
414234,3031,Black rice
414258,2576,Misti doi
414263,14448,Bengena Pitika
414306,2773,Aloo shimla mirch
414433,14660,Sattu ki roti
414443,8965,Chapati
414555,5395,Beef Fry
414556,1278,Gavvalu
414589,6149,Mawa Bati
414648,8695,Keerai sadam
414649,1496,Khakhra
414694,11820,Sevai
414774,12750,Papadum
414777,10890,Black rice
414818,12412,Til Pitha
414901,2626,Chingri malai curry
414917,14849,Samosa
414919,8690,Paratha
414920,13979,Bengena Pitika
414930,6824,Chak Hao Kheer
414939,6421,Phirni
414963,14766,Sev khamani
414967,11676,Kadhi pakoda
415011,12395,Paniyaram
415020,12193,Laapsi
415086,10998,Keri no ras
415212,3365,Dalithoy
415302,10490,Sheer korma
415319,10522,Boondi
415326,6454,Farsi Puri
415388,12716,Kheer
415445,4413,Copra paak
415455,5156,Bombil fry
415487,7169,Mushroom matar
415600,6805,Koshimbir
415623,1638,Koldil Duck
415653,6833,Bajri no rotlo
415657,13165,Amti
415685,5995,Kolim Jawla
415766,13671,Lassi
415778,8107,Chole bhature
415789,7268,Imarti
415825,10880,Sev tameta
415913,13365,Pork Bharta
415979,4546,Idiappam
416005,11373,Dhondas
416015,7820,Thayir sadam
416043,3184,Beef Fry
416281,9342,Koldil Duck
416289,1942,Pachadi
416291,12966,Puttu
416315,4767,Paniyaram
416322,2186,Makki di roti sarson da saag
416376,14806,Veg Kolhapuri
416444,12797,Gheela Pitha
416537,3078,Lyangcha
416540,8514,Churma Ladoo
416545,9396,Nankhatai
416547,9973,Kadhi pakoda
416557,9429,Sutar feni
416564,1138,Sheera
416568,3472,Chhena jalebi
416587,13474,Daal baati churma
416617,13523,Chicken Varuval
416640,9287,Kuzhambu
416667,9510,Sev khamani
416699,4768,Gud papdi
416830,10878,Makki di roti sarson da saag
416837,14610,Dhokla
416847,7121,Kaara kozhambu
416989,10512,Bhindi masala
417032,4953,Chicken razala
417036,3883,Bebinca
417041,4083,Keri no ras
417043,10811,Chicken Varuval
417051,10554,Copra paak
417069,11974,Kuzhambu
417079,14024,Sevai
417169,14810,Sattu ki roti
417379,5364,Mushroom do pyaza
417528,11768,Aloo tikki
417617,3742,Pesarattu
417692,12808,Panjeeri
417694,8640,Thepla
417750,7595,Chhena poda
417826,14191,Gheela Pitha
417854,1208,Vada
417861,1085,Til Pitha
417865,9701,Poornalu
417977,10446,Currivepillai sadam 
418016,6088,Luchi
418076,11845,Pithe
418260,1768,Coconut vadi
418285,8696,Kadhi pakoda
418311,10218,Turiya Patra Vatana sabji
418353,1146,Dum aloo
418389,11669,Shukto
418484,4933,Bandar laddu
418529,11133,Luchi
418585,6143,Keerai masiyal
418656,6486,Vegetable jalfrezi
418785,5558,Dal tadka
418879,1652,Bhakri
418950,10749,Black rice
419093,5219,Dal makhani 
419240,3641,Kakinada khaja
419255,14069,Phirni
419306,10104,Kombdi vade
419316,11027,Halvasan
419354,8231,Palak paneer
419423,13195,Rongi
419476,5839,Kadai paneer
419538,9096,Kanji
419556,5114,Kabiraji
419707,7494,Pani puri
419784,5601,Keerai sadam
419838,10360,Dhondas
419872,9658,Gatta curry
419904,13318,Pinaca
419937,4774,Masala Dosa
420074,9295,Avial
420184,7065,Kakinada khaja
420232,4328,Mushroom matar
420277,7806,Bengena Pitika
420362,14183,Patra
420370,10199,Naan
420391,8004,Kothamali sadam
420451,5814,Gheela Pitha
420468,12171,Gulab jamun
420599,5154,Biryani
420720,13212,Rongi
420727,4384,Coconut vadi
420739,4791,Farsi Puri
420759,5782,Uttapam
420838,2411,Puri Bhaji
420864,3295,Biryani
420880,1402,Laddu
420888,13664,Pithe
421026,9386,Pakhala
421111,7206,Khichdi
421128,7446,Maach Jhol
421245,3208,Beef Fry
421326,10674,Idiappam
421377,13340,Dal tadka
421414,2384,Kulfi falooda
421443,10392,Kaara kozhambu
421469,4488,Kachori
421488,10391,Red Rice
421500,12978,Luchi
421504,7896,Payasam
421545,12381,Papad
421563,7522,Litti chokha
421608,13045,Kutchi dabeli
421614,3244,Khichu
421650,12002,Doodhpak
421659,2337,Ghooghra
421706,10827,Kulfi falooda
421765,4058,Karela bharta
421777,3923,Unni Appam
421784,6512,Konir Dom
421798,6303,Khorisa
421912,2191,Ghevar
422079,1583,Unni Appam
422104,9188,Naan
422198,12945,Shukto
422280,9724,Chole bhature
422300,4962,Handwo
422325,2419,Currivepillai sadam 
422471,13495,Bengena Pitika
422664,10601,Cham cham
422722,6695,Gatta curry
422749,1131,Masor Koni
422757,11890,Keerai sadam
422895,12273,Kombdi vade
422933,5571,Misi roti
422942,2787,Gajar ka halwa
422979,9721,Haq Maas
423180,11164,Sambar
423192,8019,Dhokla
423194,5765,Thalipeeth
423195,12875,Chingri malai curry
423202,9574,Tandoori Chicken
423205,2564,Sandesh
423232,10046,Chicken Tikka
423285,11696,Khichu
423329,10650,Dalithoy
423372,1942,Halvasan
423462,6533,Pakhala
423507,3164,Dhokla
423514,4503,Tandoori Fish Tikka
423548,3059,Kofta
423553,4734,Imarti
423689,6351,Gud papdi
423727,8909,Idiappam
423814,8846,Papadum
423944,13067,Kaara kozhambu
424024,10627,Thalipeeth
424029,13872,Modak
424132,14794,Gavvalu
424158,10706,Nankhatai
424203,3057,Chak Hao Kheer
424255,13178,Naan
424271,5744,Koshambri
424336,9115,Bengena Pitika
424361,8094,Sev khamani
424420,5427,Daal puri
424423,9430,Bajri no rotlo
424467,13710,Red Rice
424558,7823,Keerai sadam
424616,1080,Khakhra
424618,1125,Cheera Doi
424624,5282,Sev tameta
424634,12595,Laapsi
424641,5645,Gatta curry
424643,12102,Puli sadam
424731,6821,Goja
424758,2505,Keerai sadam
424819,2498,Dosa
424874,7478,Ghevar
424944,3504,Payasam
425001,2603,Paneer butter masala
425060,7814,Shahi tukra
425098,4508,Litti chokha
425161,5652,Aloo gobi
425283,7673,Anarsa
425288,2255,Boondi
425544,4584,Kachori
425588,3406,Mysore pak
425708,6736,Chicken razala
425752,12786,Pork Bharta
425780,14345,Sev tameta
425785,8555,Bhindi masala
425795,4894,Bandar laddu
425800,1853,Mysore pak
425918,4333,Kaara kozhambu
425927,6075,Bengena Pitika
425950,8578,Gatta curry
425956,12497,Surnoli
425974,3057,Phirni
425995,6071,Naan
426000,12450,Khaman
426014,3140,Sambar
426022,11192,Bajri no rotlo
426072,4434,Bhakri
426106,5488,Pinaca
426166,6778,Brown Rice
426223,4388,Laapsi
